id,product,source,text,firm
11,dynatrace,G2,"What do you like best about Dynatrace?
Dynatrace’s Davis AI engine automatically pinpoints the root cause of issues, which saves huge time compared to manual troubleshooting.

Dynatrace continuously monitors without gaps, so performance bottlenecks and anomalies are detected instantly.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Licensing can get expensive and sometimes confusing when scaling across multiple environments.

Some advanced customization and integrations require extra effort or external tools.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
To trace application requests end-to-end and quickly identify bottlenecks.

For centralized log monitoring, correlation with issues, and root cause analysis.",small
12,dynatrace,G2,"What do you like best about Dynatrace?
Using the tracing of requests through multiple microservices, I can find where the request is stalling out and or failing. It has helped me and my team get to the root of many problems without having to write custom code.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
There is so many options and so much power in the platform that users regularly get lost or confused as they navigate through the different pages, options and possible actions. The good news is that with a few hours of practice you learn where and how to do the work. To find the gold - it really does work. Seriously
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
it gives me insights into how the app is being used in different parts of the world. A perfect example, is needing to see how the users are using my application on a distant continent. It gave me visibility into what is being clicked on, what browsers are being used and what OS's are being used. All of which I need to know what to best build for my customers.",mid-market
13,dynatrace,G2,"What do you like best about Dynatrace?
The Problems App is my personal favorite feature within Dynatrace, It may be very underrated but it is truly amazing and saves a lot of time when you are working on an issue. It provides a quick summary of the issue with the time when it occurred along with a link to the resources impacted so you can dig deeper. I have previously used other monitoring tools such as New Reclic or Wily Introscope but the experience with Dynatrace is so much better. Installation of the OneAgent is super easy and the navigation is very intutive. Customer support is always very resourceful and quick in their responses. We have been able to integrate Dynatrace with Cloud Foundry, GCP Compute Instances and Kubernetes very easily. In my role as a Support Engineer I use Dynatrace every day, either to monitor the Production environment using various Dashobards, triaging Production Issues using Problems App, adding and modifying Maintenance Windows to snooze alerts during Deployments.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
One of feature within Dynatrace that I have challenges with is the Alerting Profiles. It cannot exlude a single entity from a management zone from being picked up by the alerting profile, you will need to identify and include every single entity you need except the one you don't want which is tedious. I hope they can add feature which lets you select entities that you can exlude from alerting profiles.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Dynatrace helps us solve various issues including service failure rate increase, response time slowness due to backend issues, infrastruture availability and website availibility using synthetic monitoring.",mid-market
14,dynatrace,G2,"What do you like best about Dynatrace?
The ability to pull in so many different sources of information into one solution and make that available to your entire organization.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
They know the value they provide and charge you accordingly, it can be very difficult to digest the cost of the tool and it can be difficult to manage your organization's consumption of licensing.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
They're broad integrations make it easy to consolidate what used to be multiple tools into one platform. Also, enabling the ability to take what used to just be IT performance information and extract business data from that is a great value add. The automated root cause analysis was also a huge boon to reducing our down time from outages.",small
15,dynatrace,G2,"What do you like best about Dynatrace?
Perform a thorough granular analysis and monitoring of the application
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Being so granular delivers many results and options that ultimately prove counterproductive as it confuses the user.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
the problem is that it is too granular and causes the analyst to become confused and draw ambiguous conclusions",enterprise
16,dynatrace,G2,"What do you like best about Dynatrace?
The technology stack they support and the insights you get out of them
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
The fact that in quite some cases the documentation isn't up to date whih leads up to unessary support tickets.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
In general the MTTR is far lower then before. This helps us to keep incident cost lower then before. Furhtermore we use it troughout DTAP and try to identify issues as early as possible.",enterprise
17,dynatrace,G2,"What do you like best about Dynatrace?
The ease of deployment, coupled with the speed of data becoming workable. In addition, the visualizations allows for near instant impactful reporting to stakeholders at every level.


This, coupled with deep insights into application security, log insights, and code level debugging, make for a powerful cocktail in the observability space.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
The current ui has many bugs and annoyances that need to be ironed out. In addition, the elimination of management zones is, for lack of a better word, painful. There could have been more consideration for making DQL more user friendly as well. I don't like having to be a DBA to get functionality out of it.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Pretty much all of our observability and monitoring runs primarily through DT, and it is core to our SRE and Observability practice.",enterprise
18,dynatrace,G2,"What do you like best about Dynatrace?
Dynatrace excels in API monitoring, data analysis, and business analysis, making it incredibly useful for our day-to-day operations. What stands out most is its ease of use and the number of features it offers. Despite being a powerful tool, the interface is intuitive, which made the implementation process smooth for our team. Its integration with our existing systems was seamless, and the platform offers great visibility into all data points. Customer support has been responsive and helpful, ensuring we get the most out of the tool. We use this daily to track the issue and successive sessions
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
The only downside is that Dynatrace's pricing can be a bit on the higher side, especially for smaller teams or businesses just getting started. Additionally, while the platform is feature-rich, it can take some time to fully leverage all its capabilities. A more user-friendly onboarding experience would make it even better.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Dynatrace has been incredibly helpful for our API monitoring and data/business analysis. It offers real-time insights into API performance, allowing us to quickly address any issues and minimize downtime. The platform also simplifies data analysis by automatically correlating information, helping us make faster, more informed decisions. With its seamless integration into our existing systems, Dynatrace has streamlined our workflows and enhanced overall productivity, enabling us to focus more on growth and less on troubleshooting.",small
19,dynatrace,G2,"What do you like best about Dynatrace?
DT is very useful when it comes to identifying problems. I enjoy all the different offerings it provides to get to the root cause.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Today on the SaaS solution it seems like I need to reload a lot of the apps whenever I spend a couple of minutes on one. For instance I can be looking at services in a management zone and select one of my services. After doing some analysis and clicking the service app once more, I would hope it take me to see all my services again but this is not the case it just displays the same service i was just seeing.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
DT has been instrumental when it comes to problem finding and it has enable me to find root cause faster and push fixes almost immediate once the root cause has been identified or even rollback to a previous working version.",enterprise
20,dynatrace,G2,"What do you like best about Dynatrace?
ts AI-powered insights through Davis AI, which automatically identifies root causes of performance issues, saving time on troubleshooting. Additionally, its full-stack observability provides visibility across all layers of infrastructure and applications, ensuring proactive issue resolution. The real-time monitoring and ability to scale in complex environments—whether cloud, on-premise, or hybrid—makes it a powerful tool for optimizing both performance and user experience.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
it's easy of implemmentation and using and easy of integration with multiple platforms

the UI may feel overwhelming for users unfamiliar with full-stack monitoring platforms. Lastly, customization options for dashboards and reports, though powerful, sometimes require more flexibility.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Dynatrace helps solve problems related to application performance monitoring, infrastructure visibility, and troubleshooting in complex environments. It identifies bottlenecks and root causes of performance issues through AI-powered insights, which benefits users by reducing downtime, improving system reliability, and optimizing user experiences. For businesses, this means faster issue resolution, increased efficiency, and better decision-making based on real-time data. It also simplifies the management of large-scale, multi-cloud, or hybrid infrastructures, ensuring seamless performance across different environments.",small
21,dynatrace,G2,"What do you like best about Dynatrace?
I appreciate the depth of information available from the platform, and the different services offered that make troubleshooting and monitoring easier. It is easy to implement and install the agent, and it will be used frequently as we get more familiar with the platform.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
It is a bit overwhelming to learn due to the amount of information and services available, but that is not necessarily a bad problem to have.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
It helps us with monitoring and diagnosing cloud infrastructure issues, as well as on-prem issues, and it ties all the information between both systems well.",enterprise
22,dynatrace,G2,"What do you like best about Dynatrace?
The many tools Dynatrace provides to help resolve issues.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
The cost of DEM licensing for the usage of Dynatrace.
Review collected by and hosted on G2.com.

Recommendations to others considering Dynatrace:
Plan for growth when purchasing licenses.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Solving mostly code issues from deployments that were not thoroughly tested.",mid-market
23,dynatrace,G2,"What do you like best about Dynatrace?
Dynatrace is good with detecting issues in realtime and notifying. I like the fact that you can see all impacted components using the map.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
I just do not like the pricing structure. the charge is per component enrolled
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Dynatrace has helped us to have a realtime view of issues on our Banks MobileApp. We can now observe degradation and start troubleshooting to resolve before customers begin to call in. With the use of the relationship map, you can actually tell which other services will be impacted",mid-market
24,dynatrace,G2,"What do you like best about Dynatrace?
I love all the unified approach to having everything in one place for observabiltiy
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
I think there is some disconnect with some apps, like Alerts for example, really the UI caters to those who want Davis AI alerts but lacks support for folks that also want custom metrics and alerts
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
They are solving bringing everything together in one place with AI to help you get to the root cause faster",enterprise
25,dynatrace,G2,"What do you like best about Dynatrace?
Automation, scalability, monitoring and observability
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Dql is little tricy. Getting better with davis copilt
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Creating problem cards and attaching root cause to it. That is the best i like yo call out",mid-market
26,dynatrace,G2,"What do you like best about Dynatrace?
I love all the unified approach to having everything in one place for observabiltiy
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
I think there is some disconnect with some apps, like Alerts for example, really the UI caters to those who want Davis AI alerts but lacks support for folks that also want custom metrics and alerts
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
They are solving bringing everything together in one place with AI to help you get to the root cause faster",enterprise
27,dynatrace,G2,"What do you like best about Dynatrace?
I think the most important feature is the integration of all the features and the Davis IA (which no other tool has something similar). Also the facility to install OneAgent (just a very few steps)
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Maybe the costs (since we are from Brazil, the billing in USD is a bit of expensive)
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Mostly application-side problems (we have discovered several code-issues using Dynatrace as APM monitoring for all our customers)",mid-market
28,dynatrace,G2,"What do you like best about Dynatrace?
The ease of use and the intuitive workflow. The ability to drill down into anything, giving that granularity at multiple levels. Integration and implementation seems like cake walk once you get used to it. I use Dynatrace everyday and the support they offer is swift and focused on resolution.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Sometimes the interface can be jittery and I know its because of the trasition from Classic to New interface.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Offering a complete high level view into miniscule part of the infrastructure. Monitoring application as well as infrastructure metrics, making it easy for operations to be well prepared beforehand incase something comes up. This is huge for us.",mid-market
29,dynatrace,G2,"What do you like best about Dynatrace?
the innovation they show in their product each year.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
The way to access the services and costs of the functionality.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
We have a business and it helps us identify problems",mid-market
30,dynatrace,G2,"What do you like best about Dynatrace?
Dynatrace allows us to easily trace logs across many different systems and products. The problem workspace lets us quickly identify and drill into active issues and resolve quickly.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Dynatrace is a very large system and it can take a lot of time to understand all of the benefits and best ways to look for the information it has within.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Solving observability, alerting and tracing.",enterprise
31,dynatrace,G2,"What do you like best about Dynatrace?
Best thing is Davis AI, Davis automatically detects customer-facing issues,its smart scape , using oneagents and activegates make its best out of others.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Initially to use dynatrace may seem difficult as it is vast and we have multiple options and configurations to handle.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Dynatrace really helps by giving me a clear view of everything happening in my IT environment, from applications to infrastructure. Its AI-driven insights and automatic discovery of system components make it easy to spot and fix issues quickly before they affect users. This means I can proactively manage performance, optimize speed, and ensure a smoother experience for everyone. The detailed metrics and diagnostics also make troubleshooting much faster and more efficient, which ultimately helps keep things running smoothly and reliably.",mid-market
32,dynatrace,G2,"What do you like best about Dynatrace?
I like that you are able to see deep insights into production transactions and issues. We're also able to analyze pod and application metrics easily. It has given us incredible insight into our application's availability and performance.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
The dashboards aren't used that much from a developer perspective, so they feel a bit pointless.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
We are able to detect problems incredibly quickly and solve issues in minutes.",enterprise
33,dynatrace,G2,"What do you like best about Dynatrace?
Dynatrace support is top notch, whether weekly session or chat. They are always available to answer question.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
The biggest hurdle for a non profit organization is cost. There's a lot of tools in Dynatracethat cost extra licenses that we couldn't use because our budged.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Dynatrace is helping to create useful dashboards for different applications. This is also alerting us on slowdowns and errors on various systems.",enterprise
34,dynatrace,G2,"What do you like best about Dynatrace?
Dynatrace's davis AI is a quality product that helps the enterprise quicky setup alerts without spending a ton of time fine tuning settings
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Depending on the quality of the logs generated by the application, sometimes Dynatrace has trouble interpreting them.


This can be solved from the application perspective generating better logs
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Maintaining a robust alerting system that generally alerts for the good reasons",mid-market
35,dynatrace,G2,"What do you like best about Dynatrace?
In my organization dynatrace is basically used for creating dashboards,creating alerts and is best tool in terms of operations.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
So far i dont see any drawback with dynatrace
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Mainly we use dynatrace for creating dashboards from logs and creating alerts which will benefit whenever an issue or error occurs",mid-market
36,dynatrace,G2,"What do you like best about Dynatrace?
The inhouse collection of data from different source and analytics makes life easier for supoorting the applications.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Complex traversing from the dashboard. Better to have a read me / user manual documnet in the webui for any navigation across the UI.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Dynatrace solves the Application performance monitiring and incident response much better than traditional logging and old fashioned processes.",enterprise
37,dynatrace,G2,"What do you like best about Dynatrace?
Dynatrace workflows & log analytics is pretty amazing and probably taking observability to its next level.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Dynatrace integration with publicl cloud would probably be an area where they can improve.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Dynatrace is taking on self healing and remediation with their workflows and that's something which I am using it now and exploring further to utilise it's capabilities.",enterprise
38,dynatrace,G2,"What do you like best about Dynatrace?
Dynatrace offer all-in-one monitoring functionalities and is very easy to set up as well. It has AI for anomalities detection and is very easy to integrate accross different clouds, k8s, code etc. The customer support is also very good, eager to help in all ways possible.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Dynatrace can be expensive especially for startups. It stores lots of different type of data, making it little complex to find out what we exactly need. It also have overwhelming features making it hard for new users to get in.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Dynatrace provides a platform for full system monitoring inclduing websites, cloud infra, databases, containers all at one place. The AI integration also helped with faster anomaly detection, and helping in RCA.",mid-market
39,dynatrace,G2,"What do you like best about Dynatrace?
The capability of pulling out comprehensive monitoring data to a central place;

the AI driven diagnostics and problem prediction/prevention
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
long and sharp learning curve, can be overwhelming to get a good grasp of it.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Dynatrace provides a platform where all observability data is available at a central place. The AI driven RCA is especially useful.",enterprise
40,dynatrace,G2,"What do you like best about Dynatrace?
The event is very well organized and there's a lot to learn regardless of your experience level.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
The hands-on training sessions are really long and I end up completely fried by the end of the day. Adding one or two more breaks during the sessions would help a lot.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Application monitoring and insights.",mid-market
41,dynatrace,G2,"What do you like best about Dynatrace?
Distributed tracing and purepath logic

Customer experience and business events
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Frequent UI changes lead to occasionally confusing dev experience
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Dynatrace has now fully connected our front-ends (modern, cloud, serverless) to backends (on-prem) , removing previous siloes within the organization and giving people an appreciation for one another's place in the overall stack.",enterprise
42,dynatrace,G2,"What do you like best about Dynatrace?
The GUI is very user friendly when it comes to dashboards monitoring.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
The queries are so hard to understand and seem almost counter-intuitive at times. You can't customize metric consumption easily.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Having a platform where the whole tech department can use to observe problems and dashboards.",enterprise
43,dynatrace,G2,"What do you like best about Dynatrace?
Support from dynatrace is great.

Ease of deployment in kubernetes means you can focus on cultural changes rather than tech deployment
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Currently migrating from classic apps to new. This can lead to some confusion.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Allowing default view of services. Giving devs more time to build and less time needed implementing observability",mid-market
44,dynatrace,G2,"What do you like best about Dynatrace?
It allows to quickly gather a wide set of informations from the monitored technologies
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Support for OTel data could be improved, as of today there are still a lot of limitations
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Dynatrace allows to quickly pinpoint performance issues and incidente, allowing me to provide better consultancy services to my customers.",mid-market
45,dynatrace,G2,"What do you like best about Dynatrace?
Dynatrace has been a game changer for Observabiity in my organization. The innovative approach of Dynatrace takes with adding features is fantastic.
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
There is no simple way to create custom alerts in Dynatrace.
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Dynatrace provides a single pane of glass to view all Observability (Logs, traces, metrics)",enterprise
46,dynatrace,G2,"What do you like best about Dynatrace?
Dynatrace is more than just APM. It's a platform full of relevant data, not only APM but security, logs, traces all of which combine with the intelligence of Davis to prioritize incidents and security
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Licensing model is convoluted and not very easy to follow
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Robust anomaly detection",enterprise
47,dynatrace,G2,"What do you like best about Dynatrace?
Helps reduce service restoring time and alert when there is issue in system or service
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Setting up agent and identify what to capture
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Help me proactively identify Infrastruce issues and API end point issues. Addtionaly monitor layers of applications for a business transaction using workflow",enterprise
48,dynatrace,G2,"What do you like best about Dynatrace?
Easy installation, easy to use, wide range of supported technologies
Review collected by and hosted on G2.com.

What do you dislike about Dynatrace?
Not much downsides except not so cheap and that many cool features are only in SaaS
Review collected by and hosted on G2.com.

What problems is Dynatrace solving and how is that benefiting you?
Most problems are application related, so application unavailability, crashes, network issues, slowdowns in response times.",enterprise
